,Unnamed: 0,moves,explanation
5135,5135,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1",
5136,5136,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8",
5137,5137,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5",
5138,5138,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7",
5139,5139,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5",
5140,5140,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5",
5141,5141,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5",
5142,5142,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5",
5143,5143,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4",
5144,5144,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8",
5145,5145,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4",
5146,5146,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6",
5147,5147,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3",
5148,5148,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5",
5149,5149,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2",
5150,5150,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6",
5151,5151,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2",
5152,5152,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6",
5153,5153,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6 f3",
5154,5154,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6 f3 Rf5",
5155,5155,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6 f3 Rf5 e4",
5156,5156,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6 f3 Rf5 e4 Rf6",
5157,5157,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6 f3 Rf5 e4 Rf6 Qc3",
5158,5158,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6 f3 Rf5 e4 Rf6 Qc3 g5",
5159,5159,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6 f3 Rf5 e4 Rf6 Qc3 g5 hxg5",
5160,5160,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6 f3 Rf5 e4 Rf6 Qc3 g5 hxg5 Rg6",
5161,5161,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6 f3 Rf5 e4 Rf6 Qc3 g5 hxg5 Rg6 gxh6",
5162,5162,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6 f3 Rf5 e4 Rf6 Qc3 g5 hxg5 Rg6 gxh6 Rxh6",
5163,5163,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6 f3 Rf5 e4 Rf6 Qc3 g5 hxg5 Rg6 gxh6 Rxh6 Rh1",
5164,5164,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6 f3 Rf5 e4 Rf6 Qc3 g5 hxg5 Rg6 gxh6 Rxh6 Rh1 Rg6",
5165,5165,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6 f3 Rf5 e4 Rf6 Qc3 g5 hxg5 Rg6 gxh6 Rxh6 Rh1 Rg6 d5",
5166,5166,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6 f3 Rf5 e4 Rf6 Qc3 g5 hxg5 Rg6 gxh6 Rxh6 Rh1 Rg6 d5 Rxg3+",
5167,5167,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6 f3 Rf5 e4 Rf6 Qc3 g5 hxg5 Rg6 gxh6 Rxh6 Rh1 Rg6 d5 Rxg3+ Kxg3",
5168,5168,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6 f3 Rf5 e4 Rf6 Qc3 g5 hxg5 Rg6 gxh6 Rxh6 Rh1 Rg6 d5 Rxg3+ Kxg3 Qd6+",
5169,5169,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6 f3 Rf5 e4 Rf6 Qc3 g5 hxg5 Rg6 gxh6 Rxh6 Rh1 Rg6 d5 Rxg3+ Kxg3 Qd6+ f4",
5170,5170,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6 f3 Rf5 e4 Rf6 Qc3 g5 hxg5 Rg6 gxh6 Rxh6 Rh1 Rg6 d5 Rxg3+ Kxg3 Qd6+ f4 Kf8",
5171,5171,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6 f3 Rf5 e4 Rf6 Qc3 g5 hxg5 Rg6 gxh6 Rxh6 Rh1 Rg6 d5 Rxg3+ Kxg3 Qd6+ f4 Kf8 Rh8+",
5172,5172,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6 f3 Rf5 e4 Rf6 Qc3 g5 hxg5 Rg6 gxh6 Rxh6 Rh1 Rg6 d5 Rxg3+ Kxg3 Qd6+ f4 Kf8 Rh8+ Ke7",
5173,5173,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6 f3 Rf5 e4 Rf6 Qc3 g5 hxg5 Rg6 gxh6 Rxh6 Rh1 Rg6 d5 Rxg3+ Kxg3 Qd6+ f4 Kf8 Rh8+ Ke7 Rxd8",
5174,5174,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6 f3 Rf5 e4 Rf6 Qc3 g5 hxg5 Rg6 gxh6 Rxh6 Rh1 Rg6 d5 Rxg3+ Kxg3 Qd6+ f4 Kf8 Rh8+ Ke7 Rxd8 Qxd8",
5175,5175,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6 f3 Rf5 e4 Rf6 Qc3 g5 hxg5 Rg6 gxh6 Rxh6 Rh1 Rg6 d5 Rxg3+ Kxg3 Qd6+ f4 Kf8 Rh8+ Ke7 Rxd8 Qxd8 Rh1",
5176,5176,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6 f3 Rf5 e4 Rf6 Qc3 g5 hxg5 Rg6 gxh6 Rxh6 Rh1 Rg6 d5 Rxg3+ Kxg3 Qd6+ f4 Kf8 Rh8+ Ke7 Rxd8 Qxd8 Rh1 Qg8+",
5177,5177,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6 f3 Rf5 e4 Rf6 Qc3 g5 hxg5 Rg6 gxh6 Rxh6 Rh1 Rg6 d5 Rxg3+ Kxg3 Qd6+ f4 Kf8 Rh8+ Ke7 Rxd8 Qxd8 Rh1 Qg8+ Kf3",
5178,5178,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6 f3 Rf5 e4 Rf6 Qc3 g5 hxg5 Rg6 gxh6 Rxh6 Rh1 Rg6 d5 Rxg3+ Kxg3 Qd6+ f4 Kf8 Rh8+ Ke7 Rxd8 Qxd8 Rh1 Qg8+ Kf3 exd5",
5179,5179,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6 f3 Rf5 e4 Rf6 Qc3 g5 hxg5 Rg6 gxh6 Rxh6 Rh1 Rg6 d5 Rxg3+ Kxg3 Qd6+ f4 Kf8 Rh8+ Ke7 Rxd8 Qxd8 Rh1 Qg8+ Kf3 exd5 Qe5+",
5180,5180,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6 f3 Rf5 e4 Rf6 Qc3 g5 hxg5 Rg6 gxh6 Rxh6 Rh1 Rg6 d5 Rxg3+ Kxg3 Qd6+ f4 Kf8 Rh8+ Ke7 Rxd8 Qxd8 Rh1 Qg8+ Kf3 exd5 Qe5+ Kd7",
